K_POINTS crystal
222
  0.798664634  0.500000000  0.000000000   2.0
  0.506997967  0.208333333  0.000000000   2.0
  0.215331300  0.375000000  0.000000000   2.0
  0.798664634  0.583333333  0.000000000   2.0
  0.423664634  0.208333333  0.000000000   2.0
  0.215331300  0.458333333  0.000000000   2.0
  0.798664634  0.666666666  0.000000000   2.0
  0.340331301  0.208333333  0.000000000   2.0
  0.215331300  0.541666667  0.000000000   2.0
  0.798664634  0.750000000  0.000000000   2.0
  0.256997967  0.208333333  0.000000000   2.0
  0.215331300  0.625000000  0.000000000   2.0
  0.798664634  0.833333333  0.000000000   2.0
  0.173664634  0.208333333  0.000000000   2.0
  0.215331300  0.708333333  0.000000000   2.0
  0.798664634  0.916666666  0.000000000   2.0
  0.090331301  0.208333333  0.000000000   2.0
  0.215331300  0.791666667  0.000000000   2.0
  0.798664634 -0.000000000  0.000000000   1.0
  0.298664634  0.041666667  0.000000000   2.0
  0.715331300  0.333333334  0.000000000   2.0
  0.673664633  0.291666667  0.000000000   2.0
  0.298664634  0.125000000  0.000000000   2.0
  0.715331300  0.416666667  0.000000000   2.0
  0.590331300  0.291666667  0.000000000   2.0
  0.298664634  0.208333333  0.000000000   2.0
  0.715331300  0.500000000  0.000000000   2.0
  0.506997967  0.291666667  0.000000000   2.0
  0.298664634  0.291666667  0.000000000   2.0
  0.715331300  0.583333334  0.000000000   2.0
  0.423664633  0.291666667  0.000000000   2.0
  0.298664634  0.375000000  0.000000000   2.0
  0.715331300  0.666666667  0.000000000   2.0
  0.340331300  0.291666667  0.000000000   2.0
  0.298664634  0.458333333  0.000000000   2.0
  0.715331300  0.750000000  0.000000000   2.0
  0.256997967  0.291666667  0.000000000   2.0
  0.298664634  0.541666667  0.000000000   2.0
  0.715331300  0.833333334  0.000000000   2.0
  0.173664633  0.291666667  0.000000000   2.0
  0.298664634  0.625000000  0.000000000   2.0
  0.715331300  0.916666667  0.000000000   2.0
  0.090331300  0.291666667  0.000000000   2.0
  0.298664634  0.708333333  0.000000000   2.0
  0.715331300 -0.000000000  0.000000000   1.0
  0.381997967  0.041666667  0.000000000   2.0
  0.631997967  0.416666667  0.000000000   2.0
  0.590331300  0.375000000  0.000000000   2.0
  0.381997967  0.125000000  0.000000000   2.0
  0.631997967  0.500000000  0.000000000   2.0
  0.506997967  0.375000000  0.000000000   2.0
  0.381997967  0.208333333  0.000000000   2.0
  0.631997967  0.583333333  0.000000000   2.0
  0.423664634  0.375000000  0.000000000   2.0
  0.381997967  0.291666667  0.000000000   2.0
  0.631997967  0.666666667  0.000000000   2.0
  0.340331300  0.375000000  0.000000000   2.0
  0.381997967  0.375000000  0.000000000   2.0
  0.631997967  0.750000000  0.000000000   2.0
  0.256997967  0.375000000  0.000000000   2.0
  0.381997967  0.458333333  0.000000000   2.0
  0.631997967  0.833333333  0.000000000   2.0
  0.173664634  0.375000000  0.000000000   2.0
  0.381997967  0.541666667  0.000000000   2.0
  0.631997967  0.916666667  0.000000000   2.0
  0.090331300  0.375000000  0.000000000   2.0
  0.381997967  0.625000000  0.000000000   2.0
  0.631997967  0.000000000  0.000000000   1.0
  0.465331300  0.041666667  0.000000000   2.0
  0.548664634  0.500000000  0.000000000   2.0
  0.506997967  0.458333333  0.000000000   2.0
  0.465331300  0.125000000  0.000000000   2.0
  0.548664634  0.583333333  0.000000000   2.0
  0.423664634  0.458333333  0.000000000   2.0
  0.465331300  0.208333333  0.000000000   2.0
  0.548664634  0.666666666  0.000000000   2.0
  0.340331301  0.458333333  0.000000000   2.0
  0.465331300  0.291666667  0.000000000   2.0
  0.548664634  0.750000000  0.000000000   2.0
  0.256997967  0.458333333  0.000000000   2.0
  0.465331300  0.375000000  0.000000000   2.0
  0.548664634  0.833333333  0.000000000   2.0
  0.173664634  0.458333333  0.000000000   2.0
  0.465331300  0.458333333  0.000000000   2.0
  0.548664634  0.916666666  0.000000000   2.0
  0.090331301  0.458333333  0.000000000   2.0
  0.465331300  0.541666667  0.000000000   2.0
  0.548664634  0.000000000  0.000000000   1.0
  0.548664634  0.041666667  0.000000000   2.0
  0.465331300  0.583333334  0.000000000   2.0
  0.423664633  0.541666667  0.000000000   2.0
  0.548664634  0.125000000  0.000000000   2.0
  0.465331300  0.666666667  0.000000000   2.0
  0.340331300  0.541666667  0.000000000   2.0
  0.548664634  0.208333333  0.000000000   2.0
  0.465331300  0.750000000  0.000000000   2.0
  0.256997967  0.541666667  0.000000000   2.0
  0.548664634  0.291666667  0.000000000   2.0
  0.465331300  0.833333334  0.000000000   2.0
  0.173664633  0.541666667  0.000000000   2.0
  0.548664634  0.375000000  0.000000000   2.0
  0.465331300  0.916666667  0.000000000   2.0
  0.090331300  0.541666667  0.000000000   2.0
  0.548664634  0.458333333  0.000000000   2.0
  0.465331300  0.000000000  0.000000000   1.0
  0.631997967  0.041666667  0.000000000   2.0
  0.381997967  0.666666667  0.000000000   2.0
  0.340331300  0.625000000  0.000000000   2.0
  0.631997967  0.125000000  0.000000000   2.0
  0.381997967  0.750000000  0.000000000   2.0
  0.256997967  0.625000000  0.000000000   2.0
  0.631997967  0.208333333  0.000000000   2.0
  0.381997967  0.833333333  0.000000000   2.0
  0.173664634  0.625000000  0.000000000   2.0
  0.631997967  0.291666667  0.000000000   2.0
  0.381997967  0.916666667  0.000000000   2.0
  0.090331300  0.625000000  0.000000000   2.0
  0.631997967  0.375000000  0.000000000   2.0
  0.381997967  0.000000000  0.000000000   1.0
  0.715331300  0.041666667  0.000000000   2.0
  0.298664634  0.750000000  0.000000000   2.0
  0.256997967  0.708333333  0.000000000   2.0
  0.715331300  0.125000000  0.000000000   2.0
  0.298664634  0.833333333  0.000000000   2.0
  0.173664634  0.708333333  0.000000000   2.0
  0.715331300  0.208333333  0.000000000   2.0
  0.298664634  0.916666666  0.000000000   2.0
  0.090331301  0.708333333  0.000000000   2.0
  0.715331300  0.291666667  0.000000000   2.0
  0.298664634  0.000000000  0.000000000   1.0
  0.798664634  0.041666667  0.000000000   2.0
  0.215331300  0.833333334  0.000000000   2.0
  0.173664633  0.791666667  0.000000000   2.0
  0.798664634  0.125000000  0.000000000   2.0
  0.215331300  0.916666667  0.000000000   2.0
  0.090331300  0.791666667  0.000000000   2.0
  0.798664634  0.208333333  0.000000000   2.0
  0.215331300  0.000000000  0.000000000   1.0
  0.881997967  0.041666667  0.000000000   2.0
  0.131997967  0.916666667  0.000000000   2.0
  0.090331300  0.875000000  0.000000000   2.0
  0.881997967  0.125000000  0.000000000   2.0
  0.131997967  0.000000000  0.000000000   1.0
  0.965331300  0.041666667  0.000000000   2.0
  0.048664634  0.000000000  0.000000000   1.0
