K_POINTS crystal
222
  0.043416159  0.041666667  0.000000000   2.0
  0.960082825  0.083333334  0.000000000   2.0
  0.918416158  0.041666667  0.000000000   2.0
  0.043416159  0.125000000  0.000000000   2.0
  0.960082825  0.166666667  0.000000000   2.0
  0.835082825  0.041666667  0.000000000   2.0
  0.043416159  0.208333333  0.000000000   2.0
  0.960082825  0.250000000  0.000000000   2.0
  0.751749492  0.041666667  0.000000000   2.0
  0.043416159  0.291666667  0.000000000   2.0
  0.960082825  0.333333334  0.000000000   2.0
  0.668416158  0.041666667  0.000000000   2.0
  0.043416159  0.375000000  0.000000000   2.0
  0.960082825  0.416666667  0.000000000   2.0
  0.585082825  0.041666667  0.000000000   2.0
  0.043416159  0.458333333  0.000000000   2.0
  0.960082825  0.500000000  0.000000000   2.0
  0.501749492  0.041666667  0.000000000   2.0
  0.043416159  0.541666667  0.000000000   2.0
  0.960082825  0.583333334  0.000000000   2.0
  0.418416158  0.041666667  0.000000000   2.0
  0.043416159  0.625000000  0.000000000   2.0
  0.960082825  0.666666667  0.000000000   2.0
  0.335082825  0.041666667  0.000000000   2.0
  0.043416159  0.708333333  0.000000000   2.0
  0.960082825  0.750000000  0.000000000   2.0
  0.251749492  0.041666667  0.000000000   2.0
  0.043416159  0.791666667  0.000000000   2.0
  0.960082825  0.833333334  0.000000000   2.0
  0.168416158  0.041666667  0.000000000   2.0
  0.043416159  0.875000000  0.000000000   2.0
  0.960082825  0.916666667  0.000000000   2.0
  0.085082825  0.041666667  0.000000000   2.0
  0.043416159  0.958333333  0.000000000   2.0
  0.960082825  0.000000000  0.000000000   1.0
  0.126749492  0.041666667  0.000000000   2.0
  0.876749492  0.166666667  0.000000000   2.0
  0.835082825  0.125000000  0.000000000   2.0
  0.126749492  0.125000000  0.000000000   2.0
  0.876749492  0.250000000  0.000000000   2.0
  0.751749492  0.125000000  0.000000000   2.0
  0.126749492  0.208333333  0.000000000   2.0
  0.876749492  0.333333333  0.000000000   2.0
  0.668416159  0.125000000  0.000000000   2.0
  0.126749492  0.291666667  0.000000000   2.0
  0.876749492  0.416666667  0.000000000   2.0
  0.585082825  0.125000000  0.000000000   2.0
  0.126749492  0.375000000  0.000000000   2.0
  0.876749492  0.500000000  0.000000000   2.0
  0.501749492  0.125000000  0.000000000   2.0
  0.126749492  0.458333333  0.000000000   2.0
  0.876749492  0.583333333  0.000000000   2.0
  0.418416159  0.125000000  0.000000000   2.0
  0.126749492  0.541666667  0.000000000   2.0
  0.876749492  0.666666667  0.000000000   2.0
  0.335082825  0.125000000  0.000000000   2.0
  0.126749492  0.625000000  0.000000000   2.0
  0.876749492  0.750000000  0.000000000   2.0
  0.251749492  0.125000000  0.000000000   2.0
  0.126749492  0.708333333  0.000000000   2.0
  0.876749492  0.833333333  0.000000000   2.0
  0.168416159  0.125000000  0.000000000   2.0
  0.126749492  0.791666667  0.000000000   2.0
  0.876749492  0.916666667  0.000000000   2.0
  0.085082825  0.125000000  0.000000000   2.0
  0.126749492  0.875000000  0.000000000   2.0
  0.876749492  0.000000000  0.000000000   1.0
  0.210082825  0.041666667  0.000000000   2.0
  0.793416159  0.250000000  0.000000000   2.0
  0.751749492  0.208333333  0.000000000   2.0
  0.210082825  0.125000000  0.000000000   2.0
  0.793416159  0.333333333  0.000000000   2.0
  0.668416159  0.208333333  0.000000000   2.0
  0.210082825  0.208333333  0.000000000   2.0
  0.793416159  0.416666666  0.000000000   2.0
  0.585082826  0.208333333  0.000000000   2.0
  0.210082825  0.291666667  0.000000000   2.0
  0.793416159  0.500000000  0.000000000   2.0
  0.501749492  0.208333333  0.000000000   2.0
  0.210082825  0.375000000  0.000000000   2.0
  0.793416159  0.583333333  0.000000000   2.0
  0.418416159  0.208333333  0.000000000   2.0
  0.210082825  0.458333333  0.000000000   2.0
  0.793416159  0.666666666  0.000000000   2.0
  0.335082826  0.208333333  0.000000000   2.0
  0.210082825  0.541666667  0.000000000   2.0
  0.793416159  0.750000000  0.000000000   2.0
  0.251749492  0.208333333  0.000000000   2.0
  0.210082825  0.625000000  0.000000000   2.0
  0.793416159  0.833333333  0.000000000   2.0
  0.168416159  0.208333333  0.000000000   2.0
  0.210082825  0.708333333  0.000000000   2.0
  0.793416159  0.916666666  0.000000000   2.0
  0.085082826  0.208333333  0.000000000   2.0
  0.210082825  0.791666667  0.000000000   2.0
  0.793416159 -0.000000000  0.000000000   1.0
  0.293416159  0.041666667  0.000000000   2.0
  0.710082825  0.333333334  0.000000000   2.0
  0.668416158  0.291666667  0.000000000   2.0
  0.293416159  0.125000000  0.000000000   2.0
  0.710082825  0.416666667  0.000000000   2.0
  0.585082825  0.291666667  0.000000000   2.0
  0.293416159  0.208333333  0.000000000   2.0
  0.710082825  0.500000000  0.000000000   2.0
  0.501749492  0.291666667  0.000000000   2.0
  0.293416159  0.291666667  0.000000000   2.0
  0.710082825  0.583333334  0.000000000   2.0
  0.418416158  0.291666667  0.000000000   2.0
  0.293416159  0.375000000  0.000000000   2.0
  0.710082825  0.666666667  0.000000000   2.0
  0.335082825  0.291666667  0.000000000   2.0
  0.293416159  0.458333333  0.000000000   2.0
  0.710082825  0.750000000  0.000000000   2.0
  0.251749492  0.291666667  0.000000000   2.0
  0.293416159  0.541666667  0.000000000   2.0
  0.710082825  0.833333334  0.000000000   2.0
  0.168416158  0.291666667  0.000000000   2.0
  0.293416159  0.625000000  0.000000000   2.0
  0.710082825  0.916666667  0.000000000   2.0
